record_id,date,site,process,shift,records_processed,processing_time_min,errors_found,downtime_min,quality_score,sla_threshold_min,sla_met,error_rate_pct,quality_flag
100598,2026-05-22,Pune,Validation,Morning,488,37.23,3,12.5,92.75,55,Yes,0.615,Normal
102603,2026-05-22,Pune,Validation,Morning,587,35.77,4,24.9,100.0,55,Yes,0.681,Normal
102284,2026-05-23,Bengaluru,Data Intake,Morning,577,30.0,2,0.0,93.2,35,Yes,0.347,Normal
103967,2026-05-23,Bengaluru,Enrichment,Evening,611,40.56,4,1.0,97.87,65,Yes,0.655,Normal
105871,2026-05-23,Bengaluru,Enrichment,Morning,97,48.26,9,0.0,96.32,65,Yes,9.278,High Error Rate
100476,2026-05-23,Bengaluru,Publishing,Evening,364,30.92,9,44.8,94.02,30,No,2.473,High Error Rate
103422,2026-05-23,Bengaluru,Validation,Morning,432,43.41,11,1.9,96.72,55,Yes,2.546,High Error Rate
101430,2026-05-23,Chennai,Enrichment,Morning,519,81.67,5,9.6,89.61,65,No,0.963,Low Quality Score
103055,2026-05-23,Chennai,Publishing,Morning,517,19.51,4,13.4,94.99,30,Yes,0.774,Normal
100955,2026-05-23,Chennai,Quality Review,Evening,556,32.74,9,12.9,91.53,60,Yes,1.619,Normal
104084,2026-05-23,Chennai,Quality Review,Morning,359,74.99,4,14.6,98.15,60,No,1.114,SLA Breach
104125,2026-05-23,Chennai,Unknown,Morning,323,26.95,5,24.6,95.27,30,Yes,1.548,Normal
102648,2026-05-23,Chennai,Validation,Morning,121,42.45,4,11.6,93.42,55,Yes,3.306,High Error Rate
100213,2026-05-23,Hyderabad,Data Intake,Evening,500,43.3,6,12.7,91.98,35,No,1.2,SLA Breach
103915,2026-05-23,Hyderabad,Data Intake,Evening,100,16.75,3,5.6,97.68,35,Yes,3.0,High Error Rate
104362,2026-05-23,Hyderabad,Data Intake,Night,431,32.86,5,0.0,98.47,35,Yes,1.16,Normal
104613,2026-05-23,Hyderabad,Enrichment,Evening,107,45.31,3,38.1,92.97,65,Yes,2.804,High Error Rate
100016,2026-05-23,Hyderabad,Publishing,Night,616,30.05,6,18.6,97.57,30,No,0.974,SLA Breach
100106,2026-05-23,Hyderabad,Quality Review,Evening,539,16.56,2,11.7,85.66,60,Yes,0.371,Low Quality Score
105682,2026-05-23,Hyderabad,Quality Review,Evening,514,51.91,4,10.8,91.22,60,Yes,0.778,Normal
102009,2026-05-23,Hyderabad,Validation,Evening,248,25.16,6,18.1,96.2,55,Yes,2.419,High Error Rate
103323,2026-05-23,Pune,Data Intake,Night,315,18.3,6,14.1,88.28,35,Yes,1.905,Low Quality Score
100725,2026-05-23,Pune,Enrichment,Night,281,60.88,4,0.0,86.86,65,Yes,1.423,Low Quality Score
103382,2026-05-23,Pune,Enrichment,Morning,483,52.44,5,0.0,100.0,65,Yes,1.035,Normal
105454,2026-05-23,Pune,Enrichment,Morning,420,70.12,4,3.3,95.4,65,No,0.952,SLA Breach
105217,2026-05-23,Pune,Publishing,Night,470,23.38,2,9.6,98.55,30,Yes,0.426,Normal
105563,2026-05-23,Pune,Publishing,Evening,98,27.35,4,11.0,89.06,30,Yes,4.082,Low Quality Score
100249,2026-05-23,Pune,Quality Review,Evening,623,27.82,5,0.0,94.37,60,Yes,0.803,Normal
100990,2026-05-23,Pune,Validation,Evening,175,23.18,3,28.1,97.37,55,Yes,1.714,Normal
101133,2026-05-24,Bengaluru,Enrichment,Morning,122,73.01,4,13.8,94.41,65,No,3.279,High Error Rate
104804,2026-05-24,Bengaluru,Enrichment,Evening,585,76.86,7,20.8,99.88,65,No,1.197,SLA Breach
101461,2026-05-24,Bengaluru,Publishing,Morning,625,34.64,7,8.2,88.95,30,No,1.12,Low Quality Score
104516,2026-05-24,Bengaluru,Publishing,Morning,576,45.0,4,15.7,98.27,30,No,0.694,SLA Breach
102801,2026-05-24,Bengaluru,Quality Review,Evening,172,31.52,6,0.0,92.97,60,Yes,3.488,High Error Rate
105982,2026-05-24,Bengaluru,Quality Review,Evening,480,48.5,4,10.5,97.18,60,Yes,0.833,Normal
101254,2026-05-24,Bengaluru,Validation,Morning,319,109.59,7,9.1,95.18,55,No,2.194,High Error Rate
101986,2026-05-24,Bengaluru,Validation,Evening,461,44.99,4,3.6,89.99,55,Yes,0.868,Low Quality Score
101414,2026-05-24,Chennai,Enrichment,Night,474,41.12,6,14.6,91.47,65,Yes,1.266,Normal
103154,2026-05-24,Chennai,Enrichment,Morning,329,38.45,4,5.2,89.84,65,Yes,1.216,Low Quality Score
100261,2026-05-24,Chennai,Publishing,Morning,285,29.2,4,26.9,99.37,30,Yes,1.404,Normal
103130,2026-05-24,Chennai,Publishing,Evening,430,33.67,7,9.3,98.23,30,No,1.628,SLA Breach
100745,2026-05-24,Chennai,Quality Review,Morning,442,116.06,3,13.0,98.29,60,No,0.679,SLA Breach
102702,2026-05-24,Chennai,Quality Review,Night,166,58.57,3,18.9,91.18,60,Yes,1.807,Normal
104099,2026-05-24,Chennai,Quality Review,Morning,385,40.58,7,14.4,91.1,60,Yes,1.818,Normal
101617,2026-05-24,Chennai,Validation,Evening,641,30.37,10,40.7,92.51,55,Yes,1.56,Normal
102809,2026-05-24,Chennai,Validation,Morning,156,51.28,5,6.9,99.28,55,Yes,3.205,High Error Rate
100135,2026-05-24,Hyderabad,Data Intake,Evening,539,20.27,4,0.0,96.24,35,Yes,0.742,Normal
100559,2026-05-24,Hyderabad,Enrichment,Morning,234,92.16,8,0.0,92.56,65,No,3.419,High Error Rate
102236,2026-05-24,Hyderabad,Enrichment,Morning,611,71.83,5,0.0,84.29,65,No,0.818,Low Quality Score
102671,2026-05-24,Hyderabad,Enrichment,Evening,278,55.12,3,13.4,90.99,65,Yes,1.079,Normal
104712,2026-05-24,Hyderabad,Enrichment,Morning,101,70.69,8,0.0,100.0,65,No,7.921,High Error Rate
100692,2026-05-24,Hyderabad,Validation,Morning,361,19.11,7,2.6,88.74,55,Yes,1.939,Low Quality Score
103396,2026-05-24,Hyderabad,Validation,Night,108,51.92,5,22.4,92.11,55,Yes,4.63,High Error Rate
102725,2026-05-24,Pune,Data Intake,Morning,238,49.17,7,28.2,90.1,35,No,2.941,High Error Rate
103483,2026-05-24,Pune,Data Intake,Evening,621,33.1,8,0.0,90.48,35,Yes,1.288,Normal
100639,2026-05-24,Pune,Enrichment,Evening,180,88.91,7,0.0,95.6,65,No,3.889,High Error Rate
101980,2026-05-24,Pune,Enrichment,Night,123,26.43,5,25.0,89.77,65,Yes,4.065,Low Quality Score
102547,2026-05-24,Pune,Enrichment,Morning,250,28.64,5,5.1,99.17,65,Yes,2.0,Normal
104908,2026-05-24,Pune,Enrichment,Morning,530,26.18,6,22.4,91.63,65,Yes,1.132,Normal
105473,2026-05-25,Bengaluru,Data Intake,Morning,533,80.58,4,11.2,91.73,35,No,0.75,SLA Breach
104909,2026-05-25,Bengaluru,Enrichment,Night,282,36.45,5,18.1,95.88,65,Yes,1.773,Normal
105909,2026-05-25,Bengaluru,Enrichment,Morning,514,28.46,4,21.4,90.02,65,Yes,0.778,Normal
105296,2026-05-25,Bengaluru,Publishing,Morning,637,14.74,2,0.0,95.29,30,Yes,0.314,Normal
105512,2026-05-25,Bengaluru,Publishing,Morning,572,25.59,8,17.3,89.61,30,Yes,1.399,Low Quality Score
100484,2026-05-25,Bengaluru,Quality Review,Morning,413,45.04,12,9.4,93.07,60,Yes,2.906,High Error Rate
103393,2026-05-25,Bengaluru,Quality Review,Morning,522,43.22,6,0.0,89.55,60,Yes,1.149,Low Quality Score
102557,2026-05-25,Bengaluru,Validation,Night,124,58.39,5,0.0,92.79,55,No,4.032,High Error Rate
102899,2026-05-25,Bengaluru,Validation,Evening,508,51.3,4,1.6,94.47,55,Yes,0.787,Normal
105617,2026-05-25,Bengaluru,Validation,Evening,243,49.62,4,0.0,88.2,55,Yes,1.646,Low Quality Score
100686,2026-05-25,Chennai,Data Intake,Morning,581,32.51,5,6.1,91.68,35,Yes,0.861,Normal
102206,2026-05-25,Chennai,Data Intake,Night,609,39.58,1,21.4,90.64,35,No,0.164,SLA Breach
103752,2026-05-25,Chennai,Data Intake,Night,543,30.22,4,0.0,93.9,35,Yes,0.737,Normal
100860,2026-05-25,Chennai,Enrichment,Night,133,44.19,9,0.0,95.89,65,Yes,6.767,High Error Rate
101012,2026-05-25,Chennai,Enrichment,Evening,139,36.18,3,16.0,88.7,65,Yes,2.158,Low Quality Score
101578,2026-05-25,Chennai,Enrichment,Morning,553,56.04,3,21.4,91.23,65,Yes,0.542,Normal
102902,2026-05-25,Chennai,Enrichment,Evening,208,55.22,7,25.0,94.485,65,Yes,3.365,High Error Rate
103385,2026-05-25,Chennai,Enrichment,Evening,177,46.64,5,6.1,100.0,65,Yes,2.825,High Error Rate
101284,2026-05-25,Chennai,Publishing,Evening,241,26.51,2,12.0,91.37,30,Yes,0.83,Normal
105896,2026-05-25,Chennai,Publishing,Evening,506,39.25,5,18.4,96.7,30,No,0.988,SLA Breach
102005,2026-05-25,Chennai,Quality Review,Evening,123,39.78,6,0.0,94.48,60,Yes,4.878,High Error Rate
100071,2026-05-25,Chennai,Validation,Morning,491,58.93,7,0.0,95.23,55,No,1.426,SLA Breach
102832,2026-05-25,Chennai,Validation,Morning,506,80.99,3,2.5,93.07,55,No,0.593,SLA Breach
104467,2026-05-25,Chennai,Validation,Morning,255,71.1,6,1.4,90.37,55,No,2.353,High Error Rate
104525,2026-05-25,Chennai,Validation,Night,150,44.51,9,16.9,100.0,55,Yes,6.0,High Error Rate
104308,2026-05-25,Hyderabad,Data Intake,Morning,580,32.2,9,22.8,93.13,35,Yes,1.552,Normal
101736,2026-05-25,Hyderabad,Enrichment,Night,510,37.95,6,17.8,94.485,65,Yes,1.176,Normal
102567,2026-05-25,Hyderabad,Enrichment,Morning,503,34.78,5,22.3,93.54,65,Yes,0.994,Normal
101684,2026-05-25,Hyderabad,Publishing,Evening,643,8.15,4,38.1,98.13,30,Yes,0.622,Normal
103481,2026-05-25,Hyderabad,Publishing,Evening,493,31.48,6,0.0,98.21,30,No,1.217,SLA Breach
100105,2026-05-25,Hyderabad,Quality Review,Evening,271,46.79,7,31.4,92.94,60,Yes,2.583,High Error Rate
103296,2026-05-25,Hyderabad,Quality Review,Night,230,16.93,3,0.6,91.49,60,Yes,1.304,Normal
103571,2026-05-25,Hyderabad,Quality Review,Evening,487,73.96,2,8.6,93.23,60,No,0.411,SLA Breach
105922,2026-05-25,Hyderabad,Quality Review,Morning,192,33.31,6,16.7,95.41,60,Yes,3.125,High Error Rate
102257,2026-05-25,Hyderabad,Validation,Evening,343,34.94,4,16.0,92.64,55,Yes,1.166,Normal
105155,2026-05-25,Hyderabad,Validation,Evening,320,44.15,6,21.2,95.82,55,Yes,1.875,Normal
105362,2026-05-25,Pune,Data Intake,Morning,611,44.5,6,10.1,98.76,35,No,0.982,SLA Breach
100716,2026-05-25,Pune,Enrichment,Morning,476,74.37,5,0.0,95.24,65,No,1.05,SLA Breach
102983,2026-05-25,Pune,Enrichment,Night,532,55.9,4,16.1,100.0,65,Yes,0.752,Normal
104005,2026-05-25,Pune,Enrichment,Evening,242,28.81,7,0.0,89.58,65,Yes,2.893,Low Quality Score
103564,2026-05-25,Pune,Publishing,Morning,83,31.17,10,8.3,95.7,30,No,12.048,High Error Rate
105544,2026-05-25,Pune,Publishing,Night,185,20.33,5,0.0,92.03,30,Yes,2.703,High Error Rate
100591,2026-05-25,Pune,Quality Review,Evening,294,55.04,3,0.0,91.91,60,Yes,1.02,Normal
104271,2026-05-25,Pune,Validation,Morning,258,40.19,3,12.1,97.69,55,Yes,1.163,Normal
100472,2026-05-26,Bengaluru,Data Intake,Morning,376,32.42,6,9.6,91.59,35,Yes,1.596,Normal
103803,2026-05-26,Bengaluru,Data Intake,Morning,379,22.3,10,9.4,91.54,35,Yes,2.639,High Error Rate
105393,2026-05-26,Bengaluru,Enrichment,Morning,408,31.76,3,38.1,95.11,65,Yes,0.735,Normal
101087,2026-05-26,Bengaluru,Quality Review,Morning,500,58.74,10,8.5,97.0,60,Yes,2.0,Normal
102093,2026-05-26,Bengaluru,Quality Review,Evening,302,40.62,6,25.8,90.58,60,Yes,1.987,Normal
102545,2026-05-26,Bengaluru,Validation,Evening,474,36.22,5,0.0,93.6,55,Yes,1.055,Normal
104309,2026-05-26,Chennai,Data Intake,Evening,407,17.8,6,4.5,90.83,35,Yes,1.474,Normal
101260,2026-05-26,Chennai,Publishing,Night,146,57.97,5,9.2,98.98,30,No,3.425,High Error Rate
102571,2026-05-26,Chennai,Publishing,Evening,612,38.37,8,18.2,97.71,30,No,1.307,SLA Breach
103818,2026-05-26,Chennai,Publishing,Morning,250,21.87,9,9.6,92.33,30,Yes,3.6,High Error Rate
104288,2026-05-26,Chennai,Publishing,Evening,351,71.68,6,8.6,95.12,30,No,1.709,SLA Breach
104810,2026-05-26,Chennai,Publishing,Evening,284,64.8,3,37.8,94.92,30,No,1.056,SLA Breach
105421,2026-05-26,Chennai,Publishing,Evening,268,23.14,5,17.1,96.67,30,Yes,1.866,Normal
100654,2026-05-26,Chennai,Quality Review,Morning,425,44.82,4,16.7,97.22,60,Yes,0.941,Normal
100852,2026-05-26,Chennai,Quality Review,Morning,408,45.68,5,5.2,96.33,60,Yes,1.225,Normal
101199,2026-05-26,Chennai,Quality Review,Morning,106,46.57,6,11.4,98.27,60,Yes,5.66,High Error Rate
103057,2026-05-26,Chennai,Validation,Morning,504,35.05,6,5.6,92.16,55,Yes,1.19,Normal
105215,2026-05-26,Chennai,Validation,Evening,201,53.52,7,25.3,98.36,55,Yes,3.483,High Error Rate
104975,2026-05-26,Hyderabad,Data Intake,Morning,113,44.35,5,21.6,93.75,35,No,4.425,High Error Rate
105332,2026-05-26,Hyderabad,Enrichment,Morning,387,83.85,8,0.0,90.52,65,No,2.067,High Error Rate
102296,2026-05-26,Hyderabad,Publishing,Night,88,24.6,6,7.3,91.29,30,Yes,6.818,High Error Rate
102497,2026-05-26,Pune,Data Intake,Night,537,31.49,9,2.2,89.86,35,Yes,1.676,Low Quality Score
102532,2026-05-26,Pune,Data Intake,Evening,594,59.27,1,18.3,93.32,35,No,0.168,SLA Breach
102535,2026-05-26,Pune,Data Intake,Morning,179,26.79,4,0.0,94.26,35,Yes,2.235,High Error Rate
103300,2026-05-26,Pune,Data Intake,Morning,170,49.27,4,17.3,92.94,35,No,2.353,High Error Rate
100092,2026-05-26,Pune,Enrichment,Evening,523,58.34,4,31.3,91.64,65,Yes,0.765,Normal
100103,2026-05-26,Pune,Enrichment,Evening,501,57.03,2,17.2,93.87,65,Yes,0.399,Normal
100428,2026-05-26,Pune,Enrichment,Evening,97,41.52,7,9.6,93.07,65,Yes,7.216,High Error Rate
100596,2026-05-26,Pune,Enrichment,Morning,218,62.26,6,0.0,89.91,65,Yes,2.752,Low Quality Score
101749,2026-05-26,Pune,Enrichment,Evening,335,94.43,3,0.0,89.79,65,No,0.896,Low Quality Score
103037,2026-05-26,Pune,Enrichment,Evening,340,56.97,3,3.6,99.18,65,Yes,0.882,Normal
100551,2026-05-26,Pune,Publishing,Evening,202,36.86,4,0.0,92.55,30,No,1.98,SLA Breach
104753,2026-05-26,Pune,Publishing,Morning,114,39.4,4,0.0,99.15,30,No,3.509,High Error Rate
104976,2026-05-26,Pune,Quality Review,Morning,496,46.37,8,24.1,94.97,60,Yes,1.613,Normal
101334,2026-05-27,Bengaluru,Data Intake,Evening,408,58.91,0,5.6,93.2,35,No,0.0,SLA Breach
105444,2026-05-27,Bengaluru,Data Intake,Evening,627,17.29,4,20.7,85.87,35,Yes,0.638,Low Quality Score
104206,2026-05-27,Bengaluru,Enrichment,Night,513,39.6,6,0.0,92.22,65,Yes,1.17,Normal
100336,2026-05-27,Bengaluru,Publishing,Morning,561,62.44,3,23.7,97.62,30,No,0.535,SLA Breach
103713,2026-05-27,Bengaluru,Quality Review,Morning,626,95.62,4,7.6,94.12,60,No,0.639,SLA Breach
105589,2026-05-27,Bengaluru,Quality Review,Morning,195,36.59,8,0.0,92.47,60,Yes,4.103,High Error Rate
100291,2026-05-27,Bengaluru,Validation,Evening,236,61.72,3,18.5,93.51,55,No,1.271,SLA Breach
104054,2026-05-27,Bengaluru,Validation,Evening,196,94.6,2,33.3,90.5,55,No,1.02,SLA Breach
103833,2026-05-27,Chennai,Data Intake,Night,557,32.92,8,26.8,96.04,35,Yes,1.436,Normal
103246,2026-05-27,Chennai,Enrichment,Night,158,71.47,7,0.0,96.8,65,No,4.43,High Error Rate
103508,2026-05-27,Chennai,Enrichment,Morning,334,17.84,4,19.0,94.85,65,Yes,1.198,Normal
102935,2026-05-27,Chennai,Publishing,Morning,639,23.4,3,14.2,98.52,30,Yes,0.469,Normal
103868,2026-05-27,Chennai,Quality Review,Evening,381,63.07,6,0.0,97.65,60,No,1.575,SLA Breach
103198,2026-05-27,Chennai,Validation,Morning,397,41.55,8,16.6,88.5,55,Yes,2.015,Low Quality Score
100837,2026-05-27,Hyderabad,Data Intake,Morning,136,14.55,5,22.6,96.3,35,Yes,3.676,High Error Rate
100227,2026-05-27,Hyderabad,Publishing,Morning,216,16.73,5,0.0,88.36,30,Yes,2.315,Low Quality Score
102684,2026-05-27,Hyderabad,Publishing,Night,593,35.74,4,0.0,100.0,30,No,0.675,SLA Breach
101001,2026-05-27,Hyderabad,Quality Review,Evening,120,40.79,4,4.9,91.79,60,Yes,3.333,High Error Rate
101219,2026-05-27,Pune,Data Intake,Evening,600,15.7,5,14.4,92.51,35,Yes,0.833,Normal
102748,2026-05-27,Pune,Data Intake,Evening,240,45.95,4,0.0,93.19,35,No,1.667,SLA Breach
103010,2026-05-27,Pune,Enrichment,Morning,298,68.15,7,7.4,93.05,65,No,2.349,High Error Rate
103769,2026-05-27,Pune,Enrichment,Evening,200,41.43,4,0.0,96.92,65,Yes,2.0,Normal
105079,2026-05-27,Pune,Enrichment,Morning,413,40.64,4,2.5,90.59,65,Yes,0.969,Normal
105045,2026-05-27,Pune,Quality Review,Morning,388,35.74,6,4.5,97.37,60,Yes,1.546,Normal
102161,2026-05-27,Pune,Validation,Night,100,50.93,7,0.0,92.51,55,Yes,7.0,High Error Rate
101535,2026-05-28,Bengaluru,Data Intake,Morning,501,13.14,10,1.5,87.52,35,Yes,1.996,Low Quality Score
105706,2026-05-28,Bengaluru,Data Intake,Night,257,50.91,3,18.5,100.0,35,No,1.167,SLA Breach
101426,2026-05-28,Bengaluru,Enrichment,Morning,411,56.58,5,0.0,93.94,65,Yes,1.217,Normal
105121,2026-05-28,Bengaluru,Enrichment,Night,627,48.76,4,0.0,96.28,65,Yes,0.638,Normal
103078,2026-05-28,Bengaluru,Publishing,Evening,518,44.75,9,22.0,94.45,30,No,1.737,SLA Breach
101574,2026-05-28,Bengaluru,Validation,Morning,201,23.47,4,0.0,93.98,55,Yes,1.99,Normal
102159,2026-05-28,Bengaluru,Validation,Night,471,39.8,2,0.0,94.81,55,Yes,0.425,Normal
105658,2026-05-28,Bengaluru,Validation,Morning,292,50.06,6,10.5,97.17,55,Yes,2.055,High Error Rate
100741,2026-05-28,Chennai,Enrichment,Evening,115,43.17,4,0.0,94.6,65,Yes,3.478,High Error Rate
101965,2026-05-28,Chennai,Enrichment,Evening,374,44.85,2,16.4,89.35,65,Yes,0.535,Low Quality Score
105306,2026-05-28,Chennai,Enrichment,Evening,570,33.55,3,0.0,93.41,65,Yes,0.526,Normal
104392,2026-05-28,Chennai,Publishing,Morning,121,46.78,4,26.2,93.06,30,No,3.306,High Error Rate
105539,2026-05-28,Chennai,Publishing,Evening,363,15.13,5,8.7,96.0,30,Yes,1.377,Normal
103401,2026-05-28,Chennai,Quality Review,Evening,313,67.39,3,13.8,95.85,60,No,0.958,SLA Breach
104970,2026-05-28,Chennai,Quality Review,Morning,340,75.22,1,0.0,95.91,60,No,0.294,SLA Breach
105886,2026-05-28,Chennai,Quality Review,Morning,93,69.14,8,37.0,96.51,60,No,8.602,High Error Rate
101843,2026-05-28,Chennai,Validation,Morning,100,52.95,6,0.0,96.11,55,Yes,6.0,High Error Rate
103208,2026-05-28,Chennai,Validation,Night,437,28.58,4,0.0,93.01,55,Yes,0.915,Normal
105408,2026-05-28,Hyderabad,Quality Review,Evening,250,48.82,5,14.2,87.17,60,Yes,2.0,Low Quality Score
100166,2026-05-28,Hyderabad,Validation,Morning,246,60.27,5,0.0,93.2,55,No,2.033,High Error Rate
102196,2026-05-28,Pune,Enrichment,Night,635,25.31,5,0.5,97.97,65,Yes,0.787,Normal
100514,2026-05-28,Pune,Quality Review,Morning,111,47.76,7,0.0,95.5,60,Yes,6.306,High Error Rate
100885,2026-05-28,Pune,Validation,Evening,635,36.78,6,11.2,98.55,55,Yes,0.945,Normal
100867,2026-05-29,Bengaluru,Data Intake,Evening,389,40.07,5,4.6,100.0,35,No,1.285,SLA Breach
104998,2026-05-29,Bengaluru,Enrichment,Night,327,50.52,6,10.7,100.0,65,Yes,1.835,Normal
105238,2026-05-29,Bengaluru,Enrichment,Night,421,49.97,8,0.0,93.87,65,Yes,1.9,Normal
102288,2026-05-29,Bengaluru,Publishing,Evening,216,40.24,8,0.0,91.37,30,No,3.704,High Error Rate
105952,2026-05-29,Bengaluru,Quality Review,Night,144,50.72,5,11.3,96.56,60,Yes,3.472,High Error Rate
103169,2026-05-29,Bengaluru,Unknown,Night,520,25.45,5,6.9,93.83,55,Yes,0.962,Normal
102984,2026-05-29,Bengaluru,Validation,Evening,81,22.29,3,9.1,98.62,55,Yes,3.704,High Error Rate
103082,2026-05-29,Chennai,Publishing,Evening,224,22.97,4,2.0,97.25,30,Yes,1.786,Normal
105833,2026-05-29,Chennai,Publishing,Morning,413,45.78,7,15.5,92.66,30,No,1.695,SLA Breach
101964,2026-05-29,Chennai,Quality Review,Night,307,50.47,7,21.8,88.53,60,Yes,2.28,Low Quality Score
102873,2026-05-29,Chennai,Quality Review,Morning,444,70.72,6,12.4,98.84,60,No,1.351,SLA Breach
103364,2026-05-29,Chennai,Quality Review,Evening,321,48.54,8,15.6,99.21,60,Yes,2.492,High Error Rate
100849,2026-05-29,Chennai,Validation,Night,493,53.74,8,0.0,100.0,55,Yes,1.623,Normal
102326,2026-05-29,Chennai,Validation,Evening,152,58.16,3,2.2,98.93,55,No,1.974,SLA Breach
102334,2026-05-29,Chennai,Validation,Night,445,44.32,3,0.0,96.41,55,Yes,0.674,Normal
102945,2026-05-29,Chennai,Validation,Evening,468,65.98,4,22.5,93.24,55,No,0.855,SLA Breach
105278,2026-05-29,Hyderabad,Data Intake,Morning,412,28.05,4,7.2,95.67,35,Yes,0.971,Normal
102338,2026-05-29,Hyderabad,Enrichment,Evening,645,30.56,6,21.2,94.97,65,Yes,0.93,Normal
103455,2026-05-29,Hyderabad,Enrichment,Night,317,45.84,8,19.7,96.43,65,Yes,2.524,High Error Rate
105394,2026-05-29,Hyderabad,Publishing,Evening,402,17.81,5,5.9,98.37,30,Yes,1.244,Normal
105189,2026-05-29,Hyderabad,Quality Review,Evening,253,60.92,3,5.4,93.75,60,No,1.186,SLA Breach
105356,2026-05-29,Hyderabad,Quality Review,Morning,172,59.63,5,0.0,96.18,60,Yes,2.907,High Error Rate
101025,2026-05-29,Hyderabad,Validation,Night,96,82.9,3,0.0,97.25,55,No,3.125,High Error Rate
101231,2026-05-29,Pune,Enrichment,Morning,104,42.31,4,18.5,95.38,65,Yes,3.846,High Error Rate
102372,2026-05-29,Pune,Enrichment,Evening,111,35.19,3,0.0,95.59,65,Yes,2.703,High Error Rate
100028,2026-05-29,Pune,Publishing,Evening,228,15.82,7,15.1,91.74,30,Yes,3.07,High Error Rate
105224,2026-05-29,Pune,Publishing,Night,206,24.15,3,13.0,97.54,30,Yes,1.456,Normal
104374,2026-05-29,Pune,Quality Review,Evening,155,55.09,6,52.7,94.26,60,Yes,3.871,High Error Rate
105984,2026-05-29,Pune,Quality Review,Evening,454,47.48,5,2.1,94.63,60,Yes,1.101,Normal
100149,2026-05-29,Pune,Validation,Morning,91,35.78,5,0.0,99.81,55,Yes,5.495,High Error Rate
101264,2026-05-29,Pune,Validation,Morning,154,54.57,6,0.0,97.48,55,Yes,3.896,High Error Rate
102516,2026-05-29,Pune,Validation,Morning,230,45.08,4,7.3,99.96,55,Yes,1.739,Normal
104637,2026-05-30,Bengaluru,Data Intake,Evening,217,14.72,3,6.0,92.58,35,Yes,1.382,Normal
100524,2026-05-30,Bengaluru,Enrichment,Morning,293,46.25,7,1.1,95.25,65,Yes,2.389,High Error Rate
101587,2026-05-30,Bengaluru,Enrichment,Evening,394,33.96,6,1.6,97.98,65,Yes,1.523,Normal
104356,2026-05-30,Bengaluru,Enrichment,Morning,279,57.42,8,4.9,89.69,65,Yes,2.867,Low Quality Score
100553,2026-05-30,Bengaluru,Quality Review,Evening,353,31.58,2,17.6,96.99,60,Yes,0.567,Normal
104223,2026-05-30,Bengaluru,Quality Review,Morning,143,42.96,5,2.2,97.5,60,Yes,3.497,High Error Rate
105283,2026-05-30,Bengaluru,Quality Review,Evening,303,65.76,7,0.0,91.13,60,No,2.31,High Error Rate
100302,2026-05-30,Bengaluru,Validation,Morning,373,53.19,5,0.0,88.98,55,Yes,1.34,Low Quality Score
104666,2026-05-30,Bengaluru,Validation,Morning,463,41.87,4,8.7,88.25,55,Yes,0.864,Low Quality Score
100794,2026-05-30,Chennai,Data Intake,Morning,124,49.95,7,0.0,94.85,35,No,5.645,High Error Rate
102424,2026-05-30,Chennai,Data Intake,Morning,560,21.22,9,2.8,89.46,35,Yes,1.607,Low Quality Score
100038,2026-05-30,Chennai,Enrichment,Morning,264,35.72,5,0.0,92.92,65,Yes,1.894,Normal
104934,2026-05-30,Chennai,Enrichment,Morning,343,32.33,5,1.7,89.41,65,Yes,1.458,Low Quality Score
103523,2026-05-30,Chennai,Publishing,Night,156,29.84,3,2.1,99.87,30,Yes,1.923,Normal
104862,2026-05-30,Chennai,Publishing,Evening,522,19.41,2,0.0,97.91,30,Yes,0.383,Normal
105148,2026-05-30,Chennai,Publishing,Evening,462,33.32,8,6.9,97.42,30,No,1.732,SLA Breach
101923,2026-05-30,Chennai,Quality Review,Night,405,61.98,1,0.0,93.9,60,No,0.247,SLA Breach
102081,2026-05-30,Chennai,Quality Review,Night,576,98.22,5,0.0,90.81,60,No,0.868,SLA Breach
104623,2026-05-30,Chennai,Quality Review,Night,224,56.7,4,0.3,94.55,60,Yes,1.786,Normal
105993,2026-05-30,Chennai,Validation,Morning,368,54.53,4,20.4,95.56,55,Yes,1.087,Normal
101987,2026-05-30,Hyderabad,Data Intake,Morning,303,33.2,5,19.1,91.52,35,Yes,1.65,Normal
102610,2026-05-30,Hyderabad,Data Intake,Morning,530,45.97,11,21.1,97.76,35,No,2.075,High Error Rate
105427,2026-05-30,Hyderabad,Data Intake,Night,199,33.03,5,0.0,99.97,35,Yes,2.513,High Error Rate
103890,2026-05-30,Hyderabad,Enrichment,Night,468,51.15,12,28.6,100.0,65,Yes,2.564,High Error Rate
104243,2026-05-30,Hyderabad,Publishing,Evening,192,30.02,2,0.0,97.62,30,No,1.042,SLA Breach
105291,2026-05-30,Hyderabad,Publishing,Night,423,31.93,2,0.0,90.92,30,No,0.473,SLA Breach
105668,2026-05-30,Hyderabad,Publishing,Night,105,14.5,0,9.3,94.99,30,Yes,0.0,Normal
103540,2026-05-30,Hyderabad,Quality Review,Morning,460,51.46,9,0.0,99.89,60,Yes,1.957,Normal
102406,2026-05-30,Hyderabad,Validation,Evening,170,81.39,9,10.4,95.22,55,No,5.294,High Error Rate
100433,2026-05-30,Pune,Enrichment,Night,212,53.43,8,12.8,98.57,65,Yes,3.774,High Error Rate
